plant_number,plant_name,compound_name,molecular_weight,logP,h_bond_donors,h_bond_acceptors,tpsa,rotatable_bonds,rule_of_5_violations,drug_like_lipinski,smiles,inchikey,doi
275,Strychnos lucida,(E)-chlorogenic acid,354.31,-0.65,6,8,164.75,4,1,True,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,CWVRJTMFETXNAD-JUHZACGLSA-N,10.1007/S11418-005-0021-3
275,Strychnos lucida,"1-(14-Hydroxy-8-methoxy-15-oxa-1,11-diazahexacyclo[16.3.1.04,12.04,21.05,10.013,19]docosa-5(10),6,8,17-tetraen-11-yl)ethanone",382.46,1.67,1,5,62.24,1,0,True,CC(=O)N1C2C3C4CC5C2(CCN5CC4=CCOC3O)C6=C1C=C(C=C6)OC,CWUAKNMXNCKRQK-UHFFFAOYSA-N,10.1021/NP50036A007
275,Strychnos lucida,16-Epinormacusine B,294.4,3.02,2,2,39.26,1,0,True,CC=C1CN2C3CC1C(C2CC4=C3NC5=CC=CC=C45)CO,VXTDUGOBAOLMED-UHFFFAOYSA-N,10.1021/NP058062W
275,Strychnos lucida,"16-Hydroxy-2,3-dimethoxystrychnidin-10-one",410.47,1.43,1,6,71.47,2,0,True,COC1=C(C=C2C(=C1)[C@]34CCN5[C@]3(C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)O)OC,JNNROFOMHXIAMQ-UHFFFAOYSA-N,10.1016/S0031-9422(00)91305-0
275,Strychnos lucida,"2-[3-ethenyl-5-methoxycarbonyl-2-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydro-2H-pyran-4-yl]acetic acid",404.37,-1.89,5,10,172.21,7,0,True,COC(=O)C1=COC(C(C1CC(=O)O)C=C)OC2C(C(C(C(O2)CO)O)O)O,MQLSOVRLZHTATK-UHFFFAOYSA-N,10.1021/NP058062W
275,Strychnos lucida,"3,4-Bis[3-(3,4-dihydroxyphenyl)prop-2-enoyloxy]-1,5-dihydroxycyclohexane-1-carboxylic acid",516.46,1.03,7,11,211.28,7,3,False,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O,UFCLZKMFXSILNL-UHFFFAOYSA-N,10.1016/J.PHYTOCHEM.2007.12.002
275,Strychnos lucida,Gentianine,175.19,1.44,0,3,39.19,1,0,True,C=CC1=CN=CC2=C1CCOC2=O,DFNZYFAJQPLJFI-UHFFFAOYSA-N,10.1248/YAKUSHI1947.102.7_690
275,Strychnos lucida,"Methyl 6-hydroxy-7-methyl-1-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate",390.39,-2.15,5,10,155.14,4,0,True,CC1C(CC2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)O,AMBQHHVBBHTQBF-UHFFFAOYSA-N,10.1016/J.PHYTOCHEM.2007.12.002
275,Strychnos lucida,Spermostrychnin,338.45,2.42,0,3,32.78,0,0,True,CC1C2CN3CCC45C3CC2C(C4N(C6=CC=CC=C56)C(=O)C)CO1,BYQCMXYHBHKSQD-UHFFFAOYSA-N,10.1071/CH9530058
275,Strychnos lucida,diaboline,352.43,1.66,1,4,53.01,0,0,True,CC(=O)N1[C@H]2[C@H]3[C@H]4C[C@H]5[C@@]2(CCN5CC4=CCO[C@H]3O)C6=CC=CC=C61,QSDMAJZSSDNJPO-YJQMPPAXSA-N,10.1007/S11418-005-0021-3
275,Strychnos lucida,loganetin,228.24,0.02,2,5,75.99,1,0,True,C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)OC)O)O,XWOHZIIPBYAMJX-KHBMLBSESA-N,10.1248/CPB.39.2737
275,Strychnos lucida,strychnine,334.42,2.09,0,3,32.78,0,0,True,C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75,QMGVPVSNSZLJIA-FVWCLLPLSA-N,10.1248/YAKUSHI1947.102.7_690
275,Strychnos lucida,α-colubrine,364.45,2.1,0,4,42.01,1,0,True,COC1=CC2=C(C=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5,CAPUGADOGHKUQS-JPPAUQSISA-N,10.2307/4117899
276,Ventilago viminalis,Islandicin,270.24,1.89,3,5,94.83,0,0,True,CC1=CC(=C2C(=C1O)C(=O)C3=C(C2=O)C(=CC=C3)O)O,FHFHNVHRVKQQHN-UHFFFAOYSA-N,10.1071/CH9630695
276,Ventilago viminalis,Ventimalin,302.24,1.3,5,7,135.29,0,0,True,CC1=C(C2=C(C(=C1O)O)C(=O)C3=C(C2=O)C=CC(=C3O)O)O,OVQCZXSFJXZFJF-UHFFFAOYSA-N,10.1071/CH9630695
276,Ventilago viminalis,Viminalin,330.29,1.9,3,7,113.29,2,0,True,CC1=C(C2=C(C(=C1O)OC)C(=O)C3=C(C2=O)C=CC(=C3OC)O)O,UKLWSIGRPNPAPL-UHFFFAOYSA-N,10.1071/CH9630695
276,Ventilago viminalis,chrysophanol,254.24,2.18,2,4,74.6,0,0,True,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,LQGUBLBATBMXHT-UHFFFAOYSA-N,10.1071/CH9630695
279,Melaleuca cajuputi,"5,7-Dihydroxy-2,6,8-trimethylchromone",220.22,2.13,2,4,70.67,0,0,True,CC1=CC(=O)C2=C(C(=C(C(=C2O1)C)O)C)O,ODNMTIVRLHXQTE-UHFFFAOYSA-N,10.1080/14786419.2012.666750
279,Melaleuca cajuputi,"5,7-dihydroxy-2-methylchromone",192.17,1.51,2,4,70.67,0,0,True,CC1=CC(=O)C2=C(C=C(C=C2O1)O)O,NCUJRUDLFCGVOE-UHFFFAOYSA-N,10.1080/14786419.2012.666750
279,Melaleuca cajuputi,"5-hydroxy-7-methoxy-2,6,8-trimethylchromen-4-one",234.25,2.43,1,4,59.67,1,0,True,CC1=CC(=O)C2=C(O1)C(=C(C(=C2O)C)OC)C,IMLZUQFBLSFYFB-UHFFFAOYSA-N,10.1080/14786419.2012.666750
279,Melaleuca cajuputi,"methyl 2-(2-acetyl-3,5-dihydroxyphenyl)acetate",224.21,1.02,2,5,83.83,3,0,True,CC(=O)C1=C(C=C(C=C1O)O)CC(=O)OC,MDYCUZHBCOPWJQ-UHFFFAOYSA-N,10.1080/14786419.2012.666750
280,Tamarindus indica,(+)-γ-cadinene,204.36,4.58,0,0,0.0,1,0,True,CC1=C[C@@H]2[C@@H](CC1)C(=C)CC[C@H]2C(C)C,WRHGORWNJGOVQY-KKUMJFAQSA-N,10.1080/10412905.1994.9698449
280,Tamarindus indica,(+/-)-4-terpineol,154.25,2.5,1,1,20.23,1,0,True,CC1=CCC(CC1)(C(C)C)O,WRYLYDPHFGVWKC-UHFFFAOYSA-N,10.1080/10412905.1994.9698449
280,Tamarindus indica,(−)-epicatechin,290.27,1.55,5,6,110.38,1,0,True,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,PFTAWBLQPZVEMU-UKRRQHHQSA-N,10.1021/JF00048A004
280,Tamarindus indica,"1-(3,4-dihydroxyphenyl)-2-hydroxyethanone",168.15,0.27,3,4,77.76,2,0,True,C1=CC(=C(C=C1C(=O)CO)O)O,LNZSKFZHPHBUDI-UHFFFAOYSA-N,10.1021/JF00048A004
280,Tamarindus indica,1-methylpyrrole,81.12,1.03,0,1,4.93,0,0,True,CN1C=CC=C1,OXHNLMTVIGZXSG-UHFFFAOYSA-N,10.1080/10412905.1990.9697860
280,Tamarindus indica,2-acetylfuran,110.11,1.48,0,2,30.21,1,0,True,CC(=O)C1=CC=CO1,IEMMBWWQXVXBEU-UHFFFAOYSA-N,10.1080/10412905.1990.9697860
280,Tamarindus indica,2-methyl-3H-furan-2-carboxylic acid,128.13,0.76,1,2,46.53,1,0,True,CC1(CC=CO1)C(=O)O,QGXJTDHPWUQRFT-UHFFFAOYSA-N,10.1080/10412905.1990.9697860
280,Tamarindus indica,2-methylfuran,82.1,1.59,0,1,13.14,0,0,True,CC1=CC=CO1,VQKFNUFAXTZWDK-UHFFFAOYSA-N,10.1080/10412905.1990.9697860
280,Tamarindus indica,3-methylthiopropionaldehyde,104.17,0.94,0,2,17.07,3,0,True,CSCCC=O,CLUWOWRTHNNBBU-UHFFFAOYSA-N,10.1080/10412905.1990.9697860
280,Tamarindus indica,Octacosyl ferulate,586.94,12.12,1,4,55.76,30,2,False,CCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)/C=C/C1=CC(=C(C=C1)O)OC,PIGLOISSVVAGBD-NHQGMKOOSA-N,10.1007/S11418-007-0144-9
280,Tamarindus indica,alpha-Angelica lactone,98.1,0.84,0,2,26.3,0,0,True,CC1=CCC(=O)O1,QOTQFLOTGBBMEX-UHFFFAOYSA-N,10.1080/10412905.1990.9697860
280,Tamarindus indica,alpha-pinene,136.24,3.0,0,0,0.0,0,0,True,CC1=CCC2CC1C2(C)C,GRWFGVWFFZKLTI-UHFFFAOYSA-N,10.1080/10412905.1994.9698449
280,Tamarindus indica,apigenin,270.24,2.58,3,5,90.9,1,0,True,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,KZNIFHPLKGYRTM-UHFFFAOYSA-N,10.1007/S11418-007-0144-9
280,Tamarindus indica,carvacrol,150.22,2.82,1,1,20.23,1,0,True,CC1=C(C=C(C=C1)C(C)C)O,RECUKUPTGUEGMW-UHFFFAOYSA-N,10.1080/10412905.1994.9698449
280,Tamarindus indica,furfural,96.08,1.09,0,2,30.21,1,0,True,C1=COC(=C1)C=O,HYBBIBNJHNGZAN-UHFFFAOYSA-N,10.1080/10412905.1994.9698449
280,Tamarindus indica,isomaltol,126.11,1.19,1,3,50.44,1,0,True,CC(=O)C1=C(C=CO1)O,HPIGCVXMBGOWTF-UHFFFAOYSA-N,10.1080/10412905.1990.9697860
280,Tamarindus indica,lupeol,426.73,8.02,1,1,20.23,1,1,True,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C,MQYXUWHLBZFQQO-QGTGJCAVSA-N,10.28933/USHIE-IJTCM-2016
280,Tamarindus indica,methyl,152.15,1.18,1,3,46.53,1,0,True,COC(=O)C1=CC=CC=C1O,OSWPMRLSEDHDFF-UHFFFAOYSA-N,10.1080/10412905.1990.9697860
280,Tamarindus indica,phenol,94.11,1.39,1,1,20.23,0,0,True,C1=CC=C(C=C1)O,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,10.1080/10412905.1990.9697860
280,Tamarindus indica,phenylacetaldehyde,120.15,1.43,0,1,17.07,2,0,True,C1=CC=C(C=C1)CC=O,DTUQWGWMVIHBKE-UHFFFAOYSA-N,10.1080/10412905.1990.9697860
280,Tamarindus indica,pyrrole,67.09,1.01,1,0,15.79,0,0,True,C1=CNC=C1,KAESVJOAVNADME-UHFFFAOYSA-N,10.1080/10412905.1990.9697860
280,Tamarindus indica,vitexin,432.38,0.09,7,10,181.05,3,1,True,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,SGEWCQFRYRRZDC-VPRICQMDSA-N,10.1007/S11418-007-0144-9
281,Colocasia esculenta,(-)-pinoresinol,358.39,3.19,2,6,77.38,4,0,True,COC1=C(C=CC(=C1)[C@H]2[C@@H]3CO[C@H]([C@@H]3CO2)C4=CC(=C(C=C4)O)OC)O,HGXBRUKMWQGOIE-NSMLZSOPSA-N,10.1021/JF100323Q
281,Colocasia esculenta,(-)-syringaresinol,418.44,3.21,2,8,95.84,6,0,True,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3CO[C@H]([C@@H]3CO2)C4=CC(=C(C(=C4)OC)O)OC,KOWMJRJXZMEZLD-WRMVBYCNSA-N,10.1021/JF100323Q
281,Colocasia esculenta,"(10E,12E)-9-Oxo-10,12-octadecadienoic acid (S)-2,3-dihydroxypropyl ester",368.51,3.88,2,5,83.83,17,0,True,CCCCC/C=C/C=C/C(=O)CCCCCCCC(=O)OC[C@H](CO)O,JQIUXUDRBWTUPQ-CNXLTTEDSA-N,10.5012/BKCS.2010.31.7.2051
281,Colocasia esculenta,"(13R)-13-hydroxyoctadeca-9,11,15-trienoic acid",294.44,4.63,2,2,57.53,13,0,True,CCC=CC[C@H](C=CC=CCCCCCCCC(=O)O)O,KLLGGGQNRTVBSU-QGZVFWFLSA-N,10.5012/BKCS.2010.31.7.2051
281,Colocasia esculenta,"(2S)-3alpha-(3,4-Dihydroxyphenyl)-7-[(E)-3-hydroxy-1-propenyl]-2,3-dihydro-1,4-benzodioxin-2beta-methanol",330.34,1.98,4,6,99.38,4,0,True,C1=CC2=C(C=C1/C=C/CO)O[C@H]([C@@H](O2)C3=CC(=C(C=C3)O)O)CO,NKYXNCKZTCGVJJ-QLJMBOKNSA-N,10.1021/JF100323Q
281,Colocasia esculenta,(E)-N-feruloyltyramine,313.35,2.48,3,4,78.79,6,0,True,COC1=C(C=CC(=C1)/C=C/C(=O)NCCC2=CC=C(C=C2)O)O,NPNNKDMSXVRADT-WEVVVXLNSA-N,10.1021/JF100323Q
281,Colocasia esculenta,(E)-cinnamic acid,148.16,1.78,1,1,37.3,2,0,True,C1=CC=C(C=C1)/C=C/C(=O)O,WBYWAXJHAXSJNI-VOTSOKGWSA-N,10.1021/JF100323Q
281,Colocasia esculenta,Subaphyllin,264.32,1.27,3,4,84.58,7,0,True,COC1=C(C=CC(=C1)/C=C/C(=O)NCCCCN)O,SFUVCMKSYKHYLD-FNORWQNLSA-N,10.1016/0031-9422(80)85057-6
281,Colocasia esculenta,Yangambin,446.5,3.81,0,8,73.84,8,0,True,COC1=CC(=CC(=C1OC)OC)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C(=C4)OC)OC)OC,HRLFUIXSXUASEX-RZTYQLBFSA-N,10.1021/JF100323Q
281,Colocasia esculenta,lespedin,578.52,-0.72,8,14,228.97,5,3,False,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)C)O)O)O)C5=CC=C(C=C5)O)O)O)O)O,PUPKKEQDLNREIM-QNSQPKOQSA-N,10.1021/JF100323Q
281,Colocasia esculenta,p-Coumaroyl spermidine,291.39,1.24,4,4,87.38,10,0,True,C1=CC(=CC=C1/C=C/C(=O)NCCCCNCCCN)O,XMZKGYUPPWJMNS-RMKNXTFCSA-N,10.1016/0031-9422(80)85057-6
281,Colocasia esculenta,p-coumaroylputrescine,234.3,1.26,3,3,75.35,6,0,True,C1=CC(=CC=C1/C=C/C(=O)NCCCCN)O,CJHDBEPXEKGBDW-VMPITWQZSA-N,10.1016/0031-9422(80)85057-6
283,Causonis trifolia or Caryratia trifolia,"2-Methyl-4-(4-hydroxyphenyl)-6-methoxy-7-hydroxy-1,2,3,4-tetrahydroisoquinoline",285.34,2.68,2,4,52.93,2,0,True,CN1CC(C2=CC(=C(C=C2C1)O)OC)C3=CC=C(C=C3)O,VXXVFIKKBBVGIR-UHFFFAOYSA-N,10.1016/S0031-9422(02)00154-1
283,Causonis trifolia or Caryratia trifolia,"5,7-Dioxa-12-azapentacyclo[10.6.1.02,10.04,8.013,18]nonadeca-2,4(8),9,17-tetraene-14,15-diol",287.31,0.75,2,5,62.16,0,0,True,C1C=C2C3CN(C2C(C1O)O)CC4=CC5=C(C=C34)OCO5,SZJIAQIHDKIFGC-UHFFFAOYSA-N,10.1016/S0031-9422(02)00154-1
283,Causonis trifolia or Caryratia trifolia,9-O-Demethylhomolycorine,301.34,2.06,1,5,59.0,1,0,True,CN1CCC2=CC[C@@H]3[C@H]([C@@H]21)C4=CC(=C(C=C4C(=O)O3)O)OC,VLDOBKJPRUQEEC-FVQBIDKESA-N,10.1016/S0031-9422(02)00154-1
284,Arivela viscosa or cleome viscosa,"(1E,5E,8R,11E)-11-formyl-5-methyl-8-prop-1-en-2-ylcyclotetradeca-1,5,11-triene-1-carboxylic acid",316.44,5.01,1,2,54.37,3,1,True,C/C/1=C\C[C@@H](CC/C(=C\CC/C(=C\CC1)/C(=O)O)/C=O)C(=C)C,IEWDBOOZNCDGEW-KLMVOVRESA-N,10.1016/0031-9422(90)85142-3
284,Arivela viscosa or cleome viscosa,"(1S,2R,4R,7S,8R)-2-hydroxy-1,7,8-trimethyl-17-methylidene-15-oxatricyclo[9.3.2.14,8]heptadec-11-en-16-one",318.46,4.16,1,3,46.53,0,0,True,C[C@H]1CC[C@@H]2C[C@H]([C@@]3(CCC=C(CC[C@]1(C2=C)C)C(=O)O3)C)O,SHAHCGJNHYXFLV-WLZDQVHRSA-N,10.1016/0040-4020(80)88044-6
284,Arivela viscosa or cleome viscosa,"(1Z,5E,8R,11Z)-11-(hydroxymethyl)-8-(3-hydroxyprop-1-en-2-yl)-5-methylcyclotetradeca-1,5,11-triene-1-carboxylic acid",334.46,3.77,3,3,77.76,4,0,True,C/C/1=C\C[C@@H](CC/C(=C/CC/C(=C/CC1)/C(=O)O)/CO)C(=C)CO,KZZTXXNLURJVPT-JWRLUTJUSA-N,10.1071/CH9851365
284,Arivela viscosa or cleome viscosa,"(1Z,5E,8S,11S)-11-(hydroxymethyl)-5-methyl-8-prop-1-en-2-ylcyclotetradeca-1,5-diene-1-carboxylic acid",320.47,4.88,2,2,57.53,3,0,True,C/C/1=C\C[C@H](CC[C@H](CCC/C(=C/CC1)/C(=O)O)CO)C(=C)C,WZMNIACHVDKCII-OGDMOPOQSA-N,10.1071/CH9851365
284,Arivela viscosa or cleome viscosa,"(2R,3R)-2-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-5-methoxy-2,3-dihydropyrano[3,2-h][1,4]benzodioxin-9-one",416.38,2.4,2,9,116.82,5,0,True,COC1=CC(=CC(=C1O)OC)[C@@H]2[C@H](OC3=C(C=C4C=CC(=O)OC4=C3O2)OC)CO,IXSZNNRKGDOXQI-CRAIPNDOSA-N,10.1016/0031-9422(88)83163-7
284,Arivela viscosa or cleome viscosa,"(2R,3R)-3-(4-hydroxy-3-methoxyphenyl)-2-(hydroxymethyl)-5-methoxy-2,3-dihydropyrano[3,2-h][1,4]benzodioxin-9-one",386.36,2.39,2,8,107.59,4,0,True,COC1=C(C=CC(=C1)C2C(OC3=C4C(=CC(=C3O2)OC)C=CC(=O)O4)CO)O,OCBGWPJNUZMLCA-UHFFFAOYSA-N,10.1002/BMC.1121
284,Arivela viscosa or cleome viscosa,"(2R,3R,4R,5R,6S)-2-[[(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(Z,2R)-5-propan-2-ylhept-5-en-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-6-methyloxane-3,4,5-triol",558.84,6.8,3,5,79.15,7,2,False,C/C=C(/CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)O)O)O)C)C)\C(C)C,MIQGSTCQARUMQO-BTDBMZGASA-N,10.1016/S0031-9422(00)91076-8
284,Arivela viscosa or cleome viscosa,1-S-[(1Z)-N-(sulfooxy)ethanimidoyl]-1-thio-beta-D-glucopyranose,333.34,-2.33,5,10,166.11,4,0,True,C/C(=N/OS(=O)(=O)O)/S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,UBTOEGCOMHAXGV-VECAIYLJSA-N,10.1016/S0031-9422(00)82983-0
284,Arivela viscosa or cleome viscosa,"2-(3,4-Dihydroxyphenyl)-7-hydroxy-5-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-2,3-dihydrochromen-4-one",434.4,0.72,6,10,166.14,3,1,True,CC1C(C(C(C(O1)OC2=CC(=CC3=C2C(=O)CC(O3)C4=CC(=C(C=C4)O)O)O)O)O)O,TXYBXOHMFUMMRH-UHFFFAOYSA-N,10.1016/S0031-9422(00)82746-6
284,Arivela viscosa or cleome viscosa,2-Hydroxy-2-methylbutyl glucosinolate,405.45,-1.8,6,11,186.34,7,2,False,CC[C@@](C)(CC(=NOS(=O)(=O)O)S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,JEOJIKMFKHSAJU-AAEQCHEDSA-N,10.1016/S0031-9422(00)82983-0
284,Arivela viscosa or cleome viscosa,"2-[4-[3,4-Dihydroxy-6-(hydroxymethyl)-5-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxyphenyl]-5,7-dihydroxy-2,3-dihydrochromen-4-one",566.51,-1.55,8,14,225.06,6,3,False,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)OC4C(C(C(C(O4)CO)OC5C(C(C(CO5)O)O)O)O)O,ZGHVWJMNRMPONB-UHFFFAOYSA-N,10.1016/S0031-9422(00)82746-6
284,Arivela viscosa or cleome viscosa,"5,3'-Dihydroxy-3,6,7,4',5'-pentamethoxyflavone",404.37,2.91,2,9,116.82,6,0,True,COC1=CC(=CC(=C1OC)O)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC,VGUJFXQAVCKLOB-UHFFFAOYSA-N,10.1107/S0108270106023675
284,Arivela viscosa or cleome viscosa,6-O-(β-D-glucopyranosyl-1-O-hexanoyl-β-D-glucopyranose,242.32,1.02,3,3,92.42,9,0,True,C1C(NC1=O)CCCCCCCC(C(=O)O)N,JYECPWMTHMRIHH-UHFFFAOYSA-N,10.1007/S12038-011-9001-9
284,Arivela viscosa or cleome viscosa,"7-[(5-Hydroxy-2,6,6-trimethylcyclohex-2-en-1-yl)methoxy]chromen-2-one",314.38,3.53,1,4,59.67,3,0,True,CC1=CCC(C(C1COC2=CC3=C(C=C2)C=CC(=O)O3)(C)C)O,FMQSWAKDOUHJDV-UHFFFAOYSA-N,10.1016/J.ARABJC.2011.03.019
284,Arivela viscosa or cleome viscosa,auraptene,298.38,4.86,0,3,39.44,6,0,True,CC(=CCC/C(=C/COC1=CC2=C(C=C1)C=CC(=O)O2)/C)C,RSDDHGSKLOSQFK-RVDMUPIBSA-N,10.1016/J.ARABJC.2011.03.019
284,Arivela viscosa or cleome viscosa,fraxetin,208.17,1.21,2,5,79.9,1,0,True,COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)O,HAVWRBANWNTOJX-UHFFFAOYSA-N,10.1016/0031-9422(88)83163-7
284,Arivela viscosa or cleome viscosa,kaempferide 3-glucuronide,476.39,0.15,6,11,196.35,5,2,False,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O,FGOHVEYPHSAVIG-UHFFFAOYSA-N,10.1016/S0031-9422(00)84302-2
284,Arivela viscosa or cleome viscosa,lespedin,578.52,-0.72,8,14,228.97,5,3,False,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)C)O)O)O)C5=CC=C(C=C5)O)O)O)O)O,PUPKKEQDLNREIM-QNSQPKOQSA-N,10.1080/14786419.2017.1283497
284,Arivela viscosa or cleome viscosa,methyl isothiocyanate,73.12,0.72,0,2,12.36,0,0,True,CN=C=S,LGDSHSYDSCRFAB-UHFFFAOYSA-N,10.1016/S0367-326X(02)00061-8
284,Arivela viscosa or cleome viscosa,nevirapine,266.3,2.65,1,4,58.12,1,0,True,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,NQDJXKOVJZTUJA-UHFFFAOYSA-N,10.1016/J.TET.2010.11.020
285,Timonius timon,loganin,390.39,-2.15,5,10,155.14,4,0,True,C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,AMBQHHVBBHTQBF-UOUCRYGSSA-N,10.1021/NP50102A019
285,Timonius timon,"methyl (1S,2S,3S,7S,9R)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,10,12-trioxatricyclo[7.2.1.02,7]dodec-5-ene-6-carboxylate",404.37,-2.41,4,11,153.37,4,1,True,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1C[C@@H]3OC[C@H]2O3)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,FDMHZAVPZJENRB-UYPBNMMMSA-N,10.1055/S-2006-959544
285,Timonius timon,quinovin,632.84,5.01,5,7,153.75,4,2,False,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C)O)O)O)C)C)[C@@H]2[C@H]1C)C(=O)O)C(=O)O,PUOQHFWXBKTHST-DLCGLXBKSA-N,10.1021/NP50102A019
287,Crotalaria medicaginea,"3',5'-Diprenyl-2',4',4-trihydroxychalcone",392.5,5.72,3,4,77.76,7,1,True,CC(=CCC1=CC(=C(C(=C1O)CC=C(C)C)O)C(=O)C=CC2=CC=C(C=C2)O)C,RWWHVUOFLZULHS-UHFFFAOYSA-N,10.1016/S0031-9422(00)83612-2
289,Evolvulus alsinoides,"(1R,3aR,5aR,5bR,7aS,9S,11aS,11bR,13aR,13bR)-3a,5a,5b,8,8,9,11a-heptamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene",424.76,9.3,0,0,0.0,1,1,True,C[C@H]1CC[C@@]2([C@H]3CC[C@@H]4[C@H]5[C@@H](CC[C@@]5(CC[C@]4([C@@]3(CC[C@H]2C1(C)C)C)C)C)C(=C)C)C,GEFOKMQFONNESX-BINCXHCSSA-N,10.1016/J.FITOTE.2009.09.003
289,Evolvulus alsinoides,"(1S)-1,3alpha-Bis[3-(3,4-dihydroxyphenyl)acryloyloxy]-4beta,5alpha-dihydroxycyclohexane-1beta-carboxylic acid methyl ester",530.48,1.12,6,12,200.28,7,3,False,COC(=O)[C@@]1(C[C@H]([C@@H]([C@H](C1)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O,JUHOZYRSRTUDPA-BHYSWMSXSA-N,10.1248/CPB.55.771
289,Evolvulus alsinoides,"2-[4-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxyphenyl]-3,5,7-trihydroxychromen-4-one",610.52,-2.42,10,16,269.43,7,3,False,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,LKCFMVKTPNASKS-KWERPHBTSA-N,10.1016/J.FITOTE.2009.09.003
